ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,VP_Issue_Code,Research_Issue_Code,Proposal_Name
"Goldstake Explorations, Inc.",2024-03-15 00:00:00,S,"CA        ",2,0,2,P,"Bylaws Amendment Regarding Quorum ","To consider and if deemed advisable, to approve, an ordinary resolution ratifying the amendment of the by-laws of Goldstake to set the quorum for transaction of business at a meeting of its shareholders to two shareholders, or two proxyholders representing shareholders, or any combination thereof entitled to vote at the meeting (the  Goldstake Bylaw Resolution  and together with the Goldstake Transaction Resolution, the  Goldstake Resolutions ) the full text of which is set forth in Appendix B to the Circular, as required by the Asset Purchase Agreement.",439440,4229396,2024-02-14 02:26:00,6185,6185,"Bylaws Amendment Regarding Quorum "
"Goldstake Explorations, Inc.",2024-03-15 00:00:00,S,"CA        ",2,0,2,P,"Bylaws Amendment Regarding Quorum ","To consider and if deemed advisable, to approve, an ordinary resolution ratifying the amendment of the by-laws of Goldstake to set the quorum for transaction of business at a meeting of its shareholders to two shareholders, or two proxyholders representing shareholders, or any combination thereof entitled to vote at the meeting (the  Goldstake Bylaw Resolution  and together with the Goldstake Transaction Resolution, the  Goldstake Resolutions ) the full text of which is set forth in Appendix B to the Circular, as required by the Asset Purchase Agreement.",439440,4229396,2024-02-14 02:26:00,6185,6185,"Bylaws Amendment Regarding Quorum "
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",8,0,3f.,P,Removal of Blank Check Company Provisions,"The Governance Proposal: Removal of Blank Check Company Provisions - To eliminate various provisions applicable only to blank check companies, including business combination requirements.",434822,4219986,2024-02-14 02:26:00,1185,1185,Removal of Blank Check Company Provisions
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",16,0,5.,P,Nasdaq Proposal,"The Nasdaq Proposal - To consider and vote upon a proposal to approve, for purposes of complying with applicable listing rules of Nasdaq, the issuance of shares of Class A Common Stock and Class B Common Stock to Montana Equityholders(as defined in the proxy statement/prospectus) pursuant to the Merger Agreement (the  Nasdaq Proposal ).",434822,4217714,2024-02-14 02:26:00,860,860,Nasdaq Proposal
Energem Corp,2024-02-28 00:00:00,S,"US        ",2,0,2.,P,The Business Combination,"The Business Combination Proposal - To consider and vote upon a proposal to approve, as an Ordinary Resolution, the Business Combination, including the Share Purchase Agreement, dated as of August 1, 2022, as amended on September 4, 2023, by Energem, Graphjet Technology Sdn. Bhd., a Malaysian private limited company ( Graphjet ), Swee Guan Hoo, solely in his capacity as the representative for the shareholders of Energem after the closing of the sale and purchase of the Graphjet Pre-Transaction ...(due to space limits, see proxy material for full proposal).",439350,4226303,2024-02-14 02:26:00,1200,1200,The Business Combination
Energem Corp,2024-02-28 00:00:00,S,"US        ",5,0,5.,P,Approval of the 2023 Equity Incentive Plan,"The Equity Incentive Plan Proposal - To consider and vote upon a proposal, as an Ordinary Resolution, to approve, the 2023 Graphjet Equity Incentive Plan which will become effective on the Closing Date and will be used by Graphjet Technology following the Closing (the  Equity Incentive Plan Proposal ).",439350,4226306,2024-02-14 02:26:00,300,300,Approval of the 2023 Equity Incentive Plan
Abu Dhabi Commercial Bank,2024-03-07 17:00:00,A,"AE        ",1,0,O.1,P,Directors' Report,APPROVE BOARD REPORT ON COMPANY OPERATIONS AND FINANCIAL POSITION FOR FY 2023,435219,4226211,2024-02-14 02:26:00,5032,5032,Directors' Report
Yandex NV,2024-03-07 16:00:00,S,"NL        ",4,0,1,P,Sale of Yandex Russia,APPROVAL OF THE SALE,439355,4227247,2024-02-14 02:26:00,6210,6210,Sale of Yandex Russia
WithSecure Corp,2024-03-20 15:00:00,A,"FI        ",10,0,7,P,Accounts and Reports,ADOPTION OF THE ANNUAL ACCOUNTS AND THE CONSOLIDATED ANNUAL ACCOUNTS,431665,4225657,2024-02-14 02:26:00,5030,5030,Accounts and Reports
WithSecure Corp,2024-03-20 15:00:00,A,"FI        ",13,0,10,P,Remuneration Report,CONSIDERATION OF THE REMUNERATION REPORT FOR GOVERNING BODIES,431665,4225257,2024-02-14 02:26:00,5600,5600,Remuneration Report
Alandalus Property Company,2024-03-06 18:30:00,S,"SA        ",30,0,1.30,P,Elect Fahad Attia Al Dafeeri,ELECT FAHD AL DHUFEERI AS DIRECTOR,439335,4226109,2024-02-14 02:26:00,5100,5100,Elect Fahad Attia Al Dafeeri
Jersey Electricity Plc,2024-03-05 14:00:00,A,"JE        ",6,0,6,P,Elect Tony Taylor,RE-ELECT TONY TAYLOR AS DIRECTOR,431455,4225016,2024-02-14 02:26:00,5100,5100,Elect Tony Taylor
Jersey Electricity Plc,2024-03-05 14:00:00,A,"JE        ",11,0,11,P,Increase in NED Fee Cap,APPROVE INCREASE IN THE MAXIMUM AGGREGATE NON-EXECUTIVE DIRECTORS             REMUNERATION,431455,4225021,2024-02-14 02:26:00,5505,5505,Increase in NED Fee Cap
NIIT Ltd.,2024-03-14 10:00:00,X,"IN        ",3,0,2,P,Elect Sonu Halan Bhasin,TO APPOINT MS. SONU HALAN BHASIN (DIN: 02872234) AS AN INDEPENDENT DIRECTOR   OF THE COMPANY,439341,4226768,2024-02-14 02:26:00,5100,5100,Elect Sonu Halan Bhasin
Crest Nicholson Holdings Plc,2024-03-19 11:00:00,A,"GB        ",4,0,4,P,Elect Margaret Semple,TO ELECT MAGGIE SEMPLE OBE AS A DIRECTOR,435430,4226561,2024-02-14 02:26:00,5100,5100,Elect Margaret Semple
Crest Nicholson Holdings Plc,2024-03-19 11:00:00,A,"GB        ",15,0,15,P,Authority to Issue Shares w/o Preemptive Rights (Specified Capital Investment),TO DISAPPLY THE APPLICATION OF PRE-EMPTION RIGHTS FOR ACQUISITIONS OR CAPITAL INVESTMENTS,435430,4226584,2024-02-14 02:26:00,5803,5803,Authority to Issue Shares w/o Preemptive Rights (Specified Capital Investment)
Safestore Hldgs Plc,2024-03-13 12:00:00,A,"GB        ",18,0,18,P,Authority to Repurchase Shares,TO AUTHORISE MARKET PURCHASES OF ORDINARY SHARES,435421,4225873,2024-02-14 02:26:00,5838,5838,Authority to Repurchase Shares
Outlook Therapeutics Inc,2024-03-07 00:00:00,A,"US        ",1,0,1.1,P,Elect Gerd U. Auffarth,"Election of Class II Director: Gerd Auffarth, M.D.",436817,4224135,2024-02-14 02:26:00,100,100,Elect Gerd U. Auffarth
Outlook Therapeutics Inc,2024-03-07 00:00:00,A,"US        ",3,0,1.3,P,Elect Andong Huang,Election of Class II Director: Andong Huang,436817,4224137,2024-02-14 02:26:00,100,100,Elect Andong Huang
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",1,0,1.,P,Approval of SPAC Transaction,"The Business Combination Proposal - To consider and vote upon a proposal to approve the Agreement and Plan of Merger, dated as of June 5, 2023 (as it may be amended, supplemented or otherwise modified from time to time in accordance with its terms, the  Merger Agreement ), by and among XPDB, XPDB Merger Sub, LLC, a Delaware limited liability company and wholly owned subsidiary of XPDB ( Merger Sub ), and Montana Technologies LLC, a Delaware limited liability company ( Montana ), and the transactions ...(due to space limits, see proxy material for full proposal).",434822,4217710,2024-02-14 02:26:00,1201,1201,Approval of SPAC Transaction
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",11,0,4b.,P,Elect Stuart Porter,Election of Class I Director to serve until the 2024 annual meeting: Stuart Porter,434822,4219975,2024-02-14 02:26:00,100,100,Elect Stuart Porter
Energem Corp,2024-02-28 00:00:00,S,"US        ",7,0,7.,P,Right to Adjourn Meeting,"The Adjournment Proposal - To consider and vote upon a proposal to approve, as Ordinary Resolution the adjournment of the Extraordinary General Meeting to a later date or dates, if necessary, to permit further solicitation and vote of proxies if Energem is unable to consummate the Business Combination (the  Adjournment Proposal ).",439350,4226309,2024-02-14 02:26:00,5790,5790,Right to Adjourn Meeting
WithSecure Corp,2024-03-20 15:00:00,A,"FI        ",14,0,11,P,Directors' Fees,RESOLUTION ON THE REMUNERATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,431665,4225660,2024-02-14 02:26:00,5505,5505,Directors' Fees
Alandalus Property Company,2024-03-06 18:30:00,S,"SA        ",22,0,1.22,P,Elect Salahuddin J. Al Mohamed,ELECT SALAH KAMIL AS DIRECTOR,439335,4226131,2024-02-14 02:26:00,5100,5100,Elect Salahuddin J. Al Mohamed
Jersey Electricity Plc,2024-03-05 14:00:00,A,"JE        ",15,0,15,P,Amendments to Articles,AMEND ARTICLES OF ASSOCIATION RE: ELECTRONIC PROXY FORMS,431455,4225144,2024-02-14 02:26:00,6180,6180,Amendments to Articles
Crest Nicholson Holdings Plc,2024-03-19 11:00:00,A,"GB        ",7,0,7,P,Elect David Arnold,TO RE-ELECT DAVID ARNOLD AS A DIRECTOR,435430,4226564,2024-02-14 02:26:00,5100,5100,Elect David Arnold
Outlook Therapeutics Inc,2024-03-07 00:00:00,A,"US        ",6,0,3.,P,Issuance of Common Stock,"To approve the potential issuance in excess of 19.99% of our outstanding common stock upon the conversion of an outstanding convertible note at less than the  minimum price  under Nasdaq Listing Rule 5635, if required pursuant to the terms of the convertible note.",436817,4224140,2024-02-14 02:26:00,860,860,Issuance of Common Stock
Outlook Therapeutics Inc,2024-03-07 00:00:00,A,"US        ",8,0,5.,P,Amendment to Certificate of Incorporation Regarding Officer Exculpation,To approve the amendment of the Restated Certificate to reflect new Delaware law provisions regarding officer exculpation.,436817,4224142,2024-02-14 02:26:00,140,140,Amendment to Certificate of Incorporation Regarding Officer Exculpation
DMG Blockchain Solutions Inc,2024-03-15 00:00:00,A,"US        ",1,0,1,P,Board Size,To set the number of Directors at four (4).,439434,4226900,2024-02-14 02:26:00,5170,5170,Board Size
Alteryx Inc,2024-03-13 00:00:00,S,"US        ",3,0,3.,P,Right to Adjourn Meeting,"To adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to solicit additional proxies if there are insufficient votes to adopt the merger agreement at the time of the Special Meeting.",439036,4226431,2024-02-14 02:26:00,710,710,Right to Adjourn Meeting
Currency Exchange International Corp,2024-03-20 15:00:00,A,"US        ",8,0,1.7,P,Elect V. James Sardo,ELECTION OF DIRECTOR: V. JAMES SARDO,436466,4225780,2024-02-14 02:26:00,5100,5100,Elect V. James Sardo
Bank Mandiri (Persero) Tbk PT,2024-03-07 14:00:00,A,"ID        ",6,0,6,P,Update on Recovery Plan,APPROVAL OF THE UPDATE OF THE COMPANY S RECOVERY PLAN,436944,4220716,2024-02-14 02:26:00,6395,6395,Update on Recovery Plan
Abu Dhabi Commercial Bank,2024-03-07 17:00:00,A,"AE        ",2,0,O.2,P,Auditor's Report,APPROVE AUDITORS  REPORT ON COMPANY FINANCIAL STATEMENTS FOR FY 2023,435219,4226212,2024-02-14 02:26:00,5030,5030,Auditor's Report
Abu Dhabi Commercial Bank,2024-03-07 17:00:00,A,"AE        ",5,0,O.5,P,Financial Statements,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS FOR FY 2023,435219,4226215,2024-02-14 02:26:00,5030,5030,Financial Statements
Yandex NV,2024-03-07 16:00:00,S,"NL        ",6,0,3,P,Accounts and Reports,ADOPTION OF THE 2021 ACCOUNTS,439355,4227249,2024-02-14 02:26:00,5030,5030,Accounts and Reports
Mabanee Co,2024-03-07 09:30:00,O,"KW        ",6,0,6,P,Related Party Transactions,RATIFY RELATED PARTY TRANSACTIONS FOR FY 2023 AND APPROVE RELATED PARTY       TRANSACTIONS FOR FY 2024,434328,4225311,2024-02-14 02:26:00,5740,5740,Related Party Transactions
Mabanee Co,2024-03-07 09:30:00,O,"KW        ",7,0,7,P,Allocation of Profits to Statutory Reserve,APPROVE TRANSFER OF 10 PERCENT OF NET INCOME OF FY 2023 TO STATUTORY RESERVE,434328,4225312,2024-02-14 02:26:00,5000,5000,Allocation of Profits to Statutory Reserve
Eastern Company,2024-03-04 15:30:00,S,"EG        ",4,0,3,P,Authorisation of Legal Formalities,AUTHORIZE THE BOARD TO TAKE ALL THE NECESSARY ACTIONS REGARDING THE CAPITAL   INCREASE AND ANY OBLIGATIONS RELATED TO THE CREDIT FACILITY AGREEMENT IN THE  AMOUNT OF USD 200 MILLION,439037,4225288,2024-02-14 02:26:00,5750,5750,Authorisation of Legal Formalities
National Mobile Telecommunications Co.,2024-03-07 13:00:00,O,"KW        ",1,0,1,P,Presentation of Corporate Governance and Audit Committee Reports,RECITING AND APPROVING THE GOVERNANCE REPORT AND THE AUDIT COMMITTEE REPORT   FOR THE FISCAL YEAR ENDED 31 DEC 2023,434310,4225104,2024-02-14 02:26:00,5759,5759,Presentation of Corporate Governance and Audit Committee Reports
National Mobile Telecommunications Co.,2024-03-07 13:00:00,O,"KW        ",5,0,5,P,Presentation of Report on Penalties,"PRESENT VIOLATIONS THAT WERE RECORDED BY REGULATORS, IF ANY, FOR THE FISCAL   YEAR ENDED 31 DEC 2023",434310,4225108,2024-02-14 02:26:00,5759,5759,Presentation of Report on Penalties
Alandalus Property Company,2024-03-06 18:30:00,S,"SA        ",6,0,1.6,P,Elect Suleiman Ali Al Hadheef,ELECT SULAYMAN AL HADHEEF AS DIRECTOR,439335,4226115,2024-02-14 02:26:00,5100,5100,Elect Suleiman Ali Al Hadheef
Alandalus Property Company,2024-03-06 18:30:00,S,"SA        ",26,0,1.26,P,Elect Hani Taher Damanhouri,ELECT HANI DAMANHOURI AS DIRECTOR,439335,4226135,2024-02-14 02:26:00,5100,5100,Elect Hani Taher Damanhouri
Alandalus Property Company,2024-03-06 18:30:00,S,"SA        ",36,0,7,P,Amendments to Article 43 (Preferred Share Dividends),AMEND ARTICLE 43 OF BYLAWS RE: DIVIDEND DISTRIBUTION FOR PREFERENCE SHARES,439335,4226226,2024-02-14 02:26:00,6180,6180,Amendments to Article 43 (Preferred Share Dividends)
Crest Nicholson Holdings Plc,2024-03-19 11:00:00,A,"GB        ",14,0,14,P,Authority to Issue Shares w/o Preemptive Rights,TO DISAPPLY THE APPLICATION OF PRE-EMPTION RIGHTS,435430,4226583,2024-02-14 02:26:00,5803,5803,Authority to Issue Shares w/o Preemptive Rights
Gulf Insurance Group,2024-03-07 18:30:00,S,"SA        ",2,0,2,P,Amendments to Article 3 (Corporate Purpose),VOTING ON THE AMENDMENT TO ARTICLE (3) OF THE COMPANY S BY-LAWS RELATING TO   THE OBJECTIVE OF THE COMPANY BY ADDING PROTECTION AND SAVINGS ACTIVITY,439337,4226860,2024-02-14 02:26:00,6185,6185,Amendments to Article 3 (Corporate Purpose)
China Fund Inc,2024-03-14 00:00:00,A,"US        ",1,0,1.1,P,Elect Julian Reid,Election of Class I Director: Julian Reid,433644,4226094,2024-02-14 02:26:00,100,100,Elect Julian Reid
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",5,0,3c.,P,Adoption of Supermajority Requirement to Amend Charter,"The Governance Proposal: Required Vote to Amend the Charter - To require an affirmative vote of holders of at least two-thirds (66 and 2/3%) of the voting power of all the then outstanding shares of voting stock of the Post-Combination Company, voting together as a single class, to amend, alter, repeal or rescind, in whole or in part, certain provisions of the Proposed Charter.",434822,4219983,2024-02-14 02:26:00,1125,1125,Adoption of Supermajority Requirement to Amend Charter
Power & Digital Infrastructure Acquisition II Corp,2024-03-08 00:00:00,S,"US        ",7,0,3e.,P,Director Removal,The Governance Proposal: Director Removal - To provide for the removal of directors with cause only by stockholders voting at least two-thirds (66 and 2/3%) of the voting power of all of the then outstanding shares of voting stock of the Post-Combination Company entitled to vote at an election of directors.,434822,4219985,2024-02-14 02:26:00,1125,1125,Director Removal
Currency Exchange International Corp,2024-03-20 15:00:00,A,"US        ",4,0,1.3,P,Elect Carol Poulsen,ELECTION OF DIRECTOR: CAROL POULSEN,436466,4225776,2024-02-14 02:26:00,5100,5100,Elect Carol Poulsen
Abu Dhabi Commercial Bank,2024-03-07 17:00:00,A,"AE        ",11,0,E.1,P,Amendments to Article 28.1 (Board Remuneration),AMEND FIRST PARAGRAPH OF ARTICLE 28.1 OF BYLAWS RE: BOARD REMUNERATION,435219,4227205,2024-02-14 02:26:00,6180,6180,Amendments to Article 28.1 (Board Remuneration)
El Al Israel Airlines Ltd,2024-03-13 15:00:00,S,"IL        ",6,0,4,P,Amend Compensation Policy,APPROVE UPDATED COMPENSATION POLICY FOR THE DIRECTORS AND OFFICERS OF THE     COMPANY,433323,4216016,2024-02-14 02:26:00,5605,5605,Amend Compensation Policy
Enghouse Systems Ltd,2024-03-13 16:30:00,A,"CA        ",2,0,1.A,P,Elect Stephen Sadler,ELECTION OF DIRECTOR: STEPHEN SADLER,435822,4223134,2024-02-13 02:25:00,5100,5100,Elect Stephen Sadler
Hanover Bancorp Inc,2024-03-05 00:00:00,A,"US        ",2,0,1.2,P,Elect Ahron H. Haspel,Election of Director: Ahron H. Haspel,435471,4218481,2024-02-13 02:25:00,100,100,Elect Ahron H. Haspel
Harvest Gold Corporation,2024-03-01 00:00:00,A,"CA        ",2,1,2,D,Elect Richard J. Mark,Richard J. Mark,439052,4225274,2024-02-13 02:25:00,5100,5100,Elect Richard J. Mark
McFarlane Lake Mining Ltd,2024-03-04 11:00:00,A,"CA        ",2,0,1.A,P,Elect Amanda Fullerton,ELECTION OF DIRECTOR: AMANDA FULLERTON,439040,4225240,2024-02-13 02:25:00,5100,5100,Elect Amanda Fullerton
Harvest Gold Corporation,2024-03-01 00:00:00,A,"CA        ",2,1,2,D,Elect Richard J. Mark,Richard J. Mark,439052,4225274,2024-02-13 02:25:00,5100,5100,Elect Richard J. Mark
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",15,0,11,P,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF,438881,4224581,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF)
Western Resources Corp,2024-03-15 00:00:00,A,"CA        ",2,1,2,D,Elect Wenye (Bill) Xue,Wenye (Bill) Xue,436462,4224211,2024-02-13 02:25:00,5100,5100,Elect Wenye (Bill) Xue
Western Resources Corp,2024-03-15 00:00:00,A,"CA        ",2,1,2,D,Elect Wenye (Bill) Xue,Wenye (Bill) Xue,436462,4224211,2024-02-13 02:25:00,5100,5100,Elect Wenye (Bill) Xue
Kotak Mahindra Bank Ltd.,2024-03-12 10:00:00,X,"IN        ",6,0,5,P,Related Party Transactions with Uday Suresh Kotak During FY 2024-25,MATERIAL RELATED PARTY TRANSACTION WITH MR. UDAY SURESH KOTAK (DIN: 00007467) DURING FY 2024-25,439050,4225908,2024-02-13 02:25:00,5740,5740,Related Party Transactions with Uday Suresh Kotak During FY 2024-25
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",29,0,25,P,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF,438881,4224595,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",16,0,11,P,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF,438881,4224581,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",15,0,11,P,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF,438881,4224581,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",30,0,25,P,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF,438881,4224595,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",29,0,25,P,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF,438881,4224595,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",15,0,11,P,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF,438881,4224581,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI SMI DAILY (-2X) INVERSE UCITS ETF)
Lyxor International AM,2024-02-27 11:00:00,A,"FR        ",29,0,25,P,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF),APPROVE TREATMENT OF LOSSES FOR AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF,438881,4224595,2024-02-13 02:25:00,5000,5000,Allocation of Losses (AMUNDI FTSE MIB DAILY (-2X) INVERSE UCITS ETF)
Red Pine Exploration Inc,2024-03-12 00:00:00,A,"CA        ",1,1,1,D,Elect Paul Martin,Paul Martin,439246,4225756,2024-02-13 02:25:00,5100,5100,Elect Paul Martin
Red Pine Exploration Inc,2024-03-12 00:00:00,A,"CA        ",1,1,1,D,Elect Paul Martin,Paul Martin,439246,4225756,2024-02-13 02:25:00,5100,5100,Elect Paul Martin
Orsted A/S,2024-03-05 10:00:00,A,"DK        ",9,0,5,P,Allocation of Profits/Dividends,PROPOSAL FOR THE TREATMENT OF THE LOSS ACCORDING TO THE APPROVED ANNUAL       REPORT,430711,4224729,2024-02-13 02:25:00,5000,5000,Allocation of Profits/Dividends
Skjern Bank,2024-03-04 17:00:00,A,"DK        ",18,0,7G,P,Election of Mike Jensen,ELECTION OF MEMBER OF THE SHAREHOLDER S COMMITTEE: RE-ELECTION OF MIKE JENSEN,431624,4224629,2024-02-13 02:25:00,5115,5115,Election of Mike Jensen
Kaixin Auto Holdings,2024-03-04 00:00:00,A,"US        ",2,0,2.,P,Company Name Change,"It is resolved as a special resolution that the Company s name be changed from  Kaixin Auto Holdings  to  Kaixin Holdings , effective upon the time and date as determined by the Company s Board of Directors at its sole discretion.",439059,4225283,2024-02-13 02:25:00,6180,6180,Company Name Change
