ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,ISSUE_CODE
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,5,0,1.5,P,PLAN FOR THE SHARE REPURCHASE: SOURCE OF THE FUNDS TO BE USED FOR THE SHARE   REPURCHASE,PLAN FOR THE SHARE REPURCHASE: SOURCE OF THE FUNDS TO BE USED FOR THE SHARE   REPURCHASE,440944,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,6,0,1.6,P,PLAN FOR THE SHARE REPURCHASE: TIME LIMIT OF THE SHARE REPURCHASE,PLAN FOR THE SHARE REPURCHASE: TIME LIMIT OF THE SHARE REPURCHASE,440944,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,7,0,1.7,P,PLAN FOR THE SHARE REPURCHASE: SPECIFIC AUTHORIZATION TO HANDLE THE SHARE     REPURCHASE,PLAN FOR THE SHARE REPURCHASE: SPECIFIC AUTHORIZATION TO HANDLE THE SHARE     REPURCHASE,440944,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,1,0,1,P,CONNECTED TRANSACTION REGARDING CAPITAL INCREASE IN A CONTROLLED SUBSIDIARY   IN PROPORTION TO THE SHAREHOLDING IN IT WITH RAISED FUNDS FOR IMPLEMENTING    PROJECTS FINANCED WITH RAISED FUNDS,CONNECTED TRANSACTION REGARDING CAPITAL INCREASE IN A CONTROLLED SUBSIDIARY   IN PROPORTION TO THE SHAREHOLDING IN IT WITH RAISED FUNDS FOR IMPLEMENTING    PROJECTS FINANCED WITH RAISED FUNDS,NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,3,0,2.1,P,"ELECTION OF NON-INDEPENDENT DIRECTOR: WU XIDUN, NON-INDEPENDENT DIRECTOR","ELECTION OF NON-INDEPENDENT DIRECTOR: WU XIDUN, NON-INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,4,0,2.2,P,"ELECTION OF NON-INDEPENDENT DIRECTOR: TAO HUIPING, NON-INDEPENDENT DIRECTOR","ELECTION OF NON-INDEPENDENT DIRECTOR: TAO HUIPING, NON-INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,5,0,2.3,P,"ELECTION OF NON-INDEPENDENT DIRECTOR: CHEN JUNMING, NON-INDEPENDENT DIRECTOR","ELECTION OF NON-INDEPENDENT DIRECTOR: CHEN JUNMING, NON-INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,6,0,2.4,P,"ELECTION OF NON-INDEPENDENT DIRECTOR: XUE CHENJIAN, NON-INDEPENDENT DIRECTOR","ELECTION OF NON-INDEPENDENT DIRECTOR: XUE CHENJIAN, NON-INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,8,0,3.1,P,"ELECTION OF INDEPENDENT DIRECTOR: YU CHAOSHENG, INDEPENDENT DIRECTOR","ELECTION OF INDEPENDENT DIRECTOR: YU CHAOSHENG, INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,9,0,3.2,P,"ELECTION OF INDEPENDENT DIRECTOR: SU XUDONG, INDEPENDENT DIRECTOR","ELECTION OF INDEPENDENT DIRECTOR: SU XUDONG, INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,10,0,3.3,P,"ELECTION OF INDEPENDENT DIRECTOR: WU HUI, INDEPENDENT DIRECTOR","ELECTION OF INDEPENDENT DIRECTOR: WU HUI, INDEPENDENT DIRECTOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,12,0,4.1,P,"ELECTION OF NON-EMPLOYEE SUPERVISOR: LIN QINGQUAN, SUPERVISOR","ELECTION OF NON-EMPLOYEE SUPERVISOR: LIN QINGQUAN, SUPERVISOR",NULL,NULL,2/23/2024 2:34,NULL
Tonze New Energy Technology Co. Ltd.,3/11/2024 15:00,S,CN        ,13,0,4.2,P,"ELECTION OF NON-EMPLOYEE SUPERVISOR: WANG JIAN, SUPERVISOR","ELECTION OF NON-EMPLOYEE SUPERVISOR: WANG JIAN, SUPERVISOR",NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,1,0,1.1,P,PLAN FOR THE SHARE REPURCHASE: OBJECTIVE OF THE SHARE REPURCHASE,PLAN FOR THE SHARE REPURCHASE: OBJECTIVE OF THE SHARE REPURCHASE,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,2,0,1.2,P,PLAN FOR THE SHARE REPURCHASE: THE SHARE REPURCHASE SATISFIES RELEVANT        CONDITIONS,PLAN FOR THE SHARE REPURCHASE: THE SHARE REPURCHASE SATISFIES RELEVANT        CONDITIONS,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,3,0,1.3,P,PLAN FOR THE SHARE REPURCHASE: SHARE REPURCHASE METHOD AND PRICE RANGE OF     SHARES TO BE REPURCHASED,PLAN FOR THE SHARE REPURCHASE: SHARE REPURCHASE METHOD AND PRICE RANGE OF     SHARES TO BE REPURCHASED,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,4,0,1.4,P,"PLAN FOR THE SHARE REPURCHASE: TYPE, PURPOSE, TOTAL AMOUNT, NUMBER AND        PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED","PLAN FOR THE SHARE REPURCHASE: TYPE, PURPOSE, TOTAL AMOUNT, NUMBER AND        PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED",NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,5,0,1.5,P,PLAN FOR THE SHARE REPURCHASE: SOURCE OF THE FUNDS TO BE USED FOR THE SHARE   REPURCHASE,PLAN FOR THE SHARE REPURCHASE: SOURCE OF THE FUNDS TO BE USED FOR THE SHARE   REPURCHASE,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,6,0,1.6,P,PLAN FOR THE SHARE REPURCHASE: TIME LIMIT OF THE SHARE REPURCHASE,PLAN FOR THE SHARE REPURCHASE: TIME LIMIT OF THE SHARE REPURCHASE,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,7,0,1.7,P,PLAN FOR THE SHARE REPURCHASE: ARRANGEMENT FOR SPECIFIC AUTHORIZATION FOR THE SHARE REPURCHASE,PLAN FOR THE SHARE REPURCHASE: ARRANGEMENT FOR SPECIFIC AUTHORIZATION FOR THE SHARE REPURCHASE,NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,8,0,2,P,CONTINUED CASH MANAGEMENT WITH SOME IDLE RAISED FUNDS (INCLUDING SURPLUS      RAISED FUNDS),CONTINUED CASH MANAGEMENT WITH SOME IDLE RAISED FUNDS (INCLUDING SURPLUS      RAISED FUNDS),NULL,NULL,2/23/2024 2:34,NULL
Guangdong Lvtong New Energy Electric Vehicle Technolog,3/11/2024 15:00,S,CN        ,9,0,3,P,CONTINUED PURCHASE OF WEALTH MANAGEMENT PRODUCTS WITH IDLE PROPRIETARY FUNDS,CONTINUED PURCHASE OF WEALTH MANAGEMENT PRODUCTS WITH IDLE PROPRIETARY FUNDS,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,1,0,1,P,AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,2,0,2,P,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING SHAREHOLDERS         GENERAL MEETINGS,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING SHAREHOLDERS         GENERAL MEETINGS,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,3,0,3,P,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING THE BOARD MEETINGS,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING THE BOARD MEETINGS,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,4,0,4,P,AMENDMENTS TO THE SYSTEM FOR INDEPENDENT DIRECTORS,AMENDMENTS TO THE SYSTEM FOR INDEPENDENT DIRECTORS,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,5,0,5,P,AMENDMENTS TO THE EXTERNAL GUARANTEE MANAGEMENT MEASURES,AMENDMENTS TO THE EXTERNAL GUARANTEE MANAGEMENT MEASURES,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,6,0,6,P,AMENDMENTS TO THE CONNECTED TRANSACTION MANAGEMENT MEASURES,AMENDMENTS TO THE CONNECTED TRANSACTION MANAGEMENT MEASURES,NULL,NULL,2/23/2024 2:34,NULL
Citychamp Dartong Co Ltd,3/8/2024 14:30,S,CN        ,7,0,7,P,PROVISION OF GUARANTEE FOR A WHOLLY-OWNED SUBSIDIARY,PROVISION OF GUARANTEE FOR A WHOLLY-OWNED SUBSIDIARY,NULL,NULL,2/23/2024 2:34,NULL
China Resources And Environment Co. Ltd.,3/8/2024 14:00,S,CN        ,1,0,1,P,AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,NULL,NULL,2/23/2024 2:34,NULL
China Resources And Environment Co. Ltd.,3/8/2024 14:00,S,CN        ,2,0,2,P,EXTENSION OF THE VALID PERIOD OF RESOLUTION ON THE 2021 NON-PUBLIC SHARE      OFFERING,EXTENSION OF THE VALID PERIOD OF RESOLUTION ON THE 2021 NON-PUBLIC SHARE      OFFERING,NULL,NULL,2/23/2024 2:34,NULL
China Resources And Environment Co. Ltd.,3/8/2024 14:00,S,CN        ,3,0,3,P,EXTENSION OF THE VALID PERIOD OF THE FULL AUTHORIZATION TO THE BOARD TO       HANDLE MATTERS REGARDING THE NON-PUBLIC SHARE OFFERING,EXTENSION OF THE VALID PERIOD OF THE FULL AUTHORIZATION TO THE BOARD TO       HANDLE MATTERS REGARDING THE NON-PUBLIC SHARE OFFERING,NULL,NULL,2/23/2024 2:34,NULL
Suzhou HYC Technology Co Ltd,3/8/2024 13:00,S,CN        ,1,0,1,P,DOWNWARD ADJUSTMENT OF CONVERSION PRICE OF HYC CONVERTIBLE BOND,DOWNWARD ADJUSTMENT OF CONVERSION PRICE OF HYC CONVERTIBLE BOND,NULL,NULL,2/23/2024 2:34,NULL
Simpac,3/21/2024 11:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,NULL,NULL,2/23/2024 2:34,NULL
Simpac,3/21/2024 11:00,A,KR        ,2,0,2.1,P,ELECTION OF INSIDE DIRECTOR SONG HYO SEOK,ELECTION OF INSIDE DIRECTOR SONG HYO SEOK,NULL,NULL,2/23/2024 2:34,NULL
Simpac,3/21/2024 11:00,A,KR        ,3,0,2.2,P,ELECTION OF INSIDE DIRECTOR SHIM WOONG SUB,ELECTION OF INSIDE DIRECTOR SHIM WOONG SUB,NULL,NULL,2/23/2024 2:34,NULL
Simpac,3/21/2024 11:00,A,KR        ,4,0,3,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,NULL,NULL,2/23/2024 2:34,NULL
Simpac,3/21/2024 11:00,A,KR        ,5,0,4,P,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,2,0,2,P,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,3,0,3,P,ELECTION OF INSIDE DIRECTOR CHO SI YOUNG,ELECTION OF INSIDE DIRECTOR CHO SI YOUNG,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,4,0,4,P,ELECTION OF AUDITOR LEE WON HYO,ELECTION OF AUDITOR LEE WON HYO,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,5,0,5,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,NULL,NULL,2/23/2024 2:34,NULL
Essen Tech Co. Ltd.,3/21/2024 10:30,A,KR        ,6,0,6,P,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,NULL,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,2,0,2.1,P,ELECTION OF INSIDE DIRECTOR: KIM DONGN YEONG,ELECTION OF INSIDE DIRECTOR: KIM DONGN YEONG,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,3,0,2.2,P,ELECTION OF INSIDE DIRECTOR: KIM SEOKH WAN,ELECTION OF INSIDE DIRECTOR: KIM SEOKH WAN,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,4,0,2.3,P,ELECTION OF OUTSIDE DIRECTOR: JOO JI WON,ELECTION OF OUTSIDE DIRECTOR: JOO JI WON,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,5,0,2.4,P,ELECTION OF OUTSIDE DIRECTOR: PARK BYUNG HAN,ELECTION OF OUTSIDE DIRECTOR: PARK BYUNG HAN,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,6,0,3,P,ELECTION OF OUTSIDE DIRECTOR AS AUDIT COMMITTEE MEMBER KWON TAE WOO,ELECTION OF OUTSIDE DIRECTOR AS AUDIT COMMITTEE MEMBER KWON TAE WOO,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,7,0,4.1,P,ELECTION OF AUDIT COMMITTEE MEMBER: JOO JI WON,ELECTION OF AUDIT COMMITTEE MEMBER: JOO JI WON,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,8,0,4.2,P,ELECTION OF AUDIT COMMITTEE MEMBER: PARK BYUNG HAN,ELECTION OF AUDIT COMMITTEE MEMBER: PARK BYUNG HAN,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,9,0,5,P,AMEND OF RETIREMENT BENEFIT PLAN FOR DIRECTORS,AMEND OF RETIREMENT BENEFIT PLAN FOR DIRECTORS,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,10,0,6,P,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,429059,NULL,2/23/2024 2:34,NULL
Yes24 Co Ltd,3/28/2024 9:00,A,KR        ,11,0,7,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,429059,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,2,0,2.1,P,ELECTION OF NONEXECUTIVE DIRECTOR: MIYAZAKI MAKOTO,ELECTION OF NONEXECUTIVE DIRECTOR: MIYAZAKI MAKOTO,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,3,0,2.2,P,ELECTION OF EXECUTIVE DIRECTOR: AHN JAE GWANG,ELECTION OF EXECUTIVE DIRECTOR: AHN JAE GWANG,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,4,0,2.3,P,ELECTION OF EXECUTIVE DIRECTOR: SOU EIICHIRO,ELECTION OF EXECUTIVE DIRECTOR: SOU EIICHIRO,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,5,0,2.4,P,ELECTION OF EXECUTIVE DIRECTOR: NAM YOON SUN,ELECTION OF EXECUTIVE DIRECTOR: NAM YOON SUN,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,6,0,2.5,P,ELECTION OF OUTSIDE DIRECTOR: KANG TAE HWAN,ELECTION OF OUTSIDE DIRECTOR: KANG TAE HWAN,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,7,0,2.6,P,ELECTION OF OUTSIDE DIRECTOR: KWON O SUNG,ELECTION OF OUTSIDE DIRECTOR: KWON O SUNG,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,8,0,3,P,ELECTION OF AUDITOR,ELECTION OF AUDITOR,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,9,0,4,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,429213,NULL,2/23/2024 2:34,NULL
SBI Investment KOREA Co Ltd,3/28/2024 9:00,A,KR        ,10,0,5,P,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,429213,NULL,2/23/2024 2:34,NULL
Soulbrain Holdings Co. Ltd.,3/26/2024 11:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENTS,APPROVAL OF FINANCIAL STATEMENTS,429236,NULL,2/23/2024 2:34,NULL
Soulbrain Holdings Co. Ltd.,3/26/2024 11:00,A,KR        ,2,0,2,P,AMENDMENT OF ARTICLES OF INCORPORATION,AMENDMENT OF ARTICLES OF INCORPORATION,429236,NULL,2/23/2024 2:34,NULL
Soulbrain Holdings Co. Ltd.,3/26/2024 11:00,A,KR        ,3,0,3,P,ELECTION OF INSIDE DIRECTOR,ELECTION OF INSIDE DIRECTOR,429236,NULL,2/23/2024 2:34,NULL
Soulbrain Holdings Co. Ltd.,3/26/2024 11:00,A,KR        ,4,0,4,P,APPROVAL OF REMUNERATION FOR DIRECTOR,APPROVAL OF REMUNERATION FOR DIRECTOR,429236,NULL,2/23/2024 2:34,NULL
Soulbrain Holdings Co. Ltd.,3/26/2024 11:00,A,KR        ,5,0,5,P,APPROVAL OF REMUNERATION FOR AUDITOR,APPROVAL OF REMUNERATION FOR AUDITOR,429236,NULL,2/23/2024 2:34,NULL
Seoam Machinery Industry Co Limited,3/21/2024 10:30,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENTS,APPROVAL OF FINANCIAL STATEMENTS,NULL,NULL,2/23/2024 2:34,NULL
Seoam Machinery Industry Co Limited,3/21/2024 10:30,A,KR        ,2,0,2.1,P,ELECTION OF INSIDE DIRECTOR: GWON HYEONG SEOK,ELECTION OF INSIDE DIRECTOR: GWON HYEONG SEOK,NULL,NULL,2/23/2024 2:34,NULL
Seoam Machinery Industry Co Limited,3/21/2024 10:30,A,KR        ,3,0,2.2,P,ELECTION OF INSIDE DIRECTOR: GWON HYEONG ROK,ELECTION OF INSIDE DIRECTOR: GWON HYEONG ROK,NULL,NULL,2/23/2024 2:34,NULL
Seoam Machinery Industry Co Limited,3/21/2024 10:30,A,KR        ,4,0,3,P,APPROVAL OF REMUNERATION FOR DIRECTOR,APPROVAL OF REMUNERATION FOR DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Seoam Machinery Industry Co Limited,3/21/2024 10:30,A,KR        ,5,0,4,P,APPROVAL OF REMUNERATION FOR AUDITOR,APPROVAL OF REMUNERATION FOR AUDITOR,NULL,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,2,0,2.1,P,ELECTION OF INSIDE DIRECTOR: CHOI SUNG MIN,ELECTION OF INSIDE DIRECTOR: CHOI SUNG MIN,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,3,0,2.2,P,ELECTION OF OUTSIDE DIRECTOR: LEE GWAN CHEOL,ELECTION OF OUTSIDE DIRECTOR: LEE GWAN CHEOL,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,4,0,3,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,5,0,4,P,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,6,0,5.1,P,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,429502,NULL,2/23/2024 2:34,NULL
Modetour Network Inc.,3/22/2024 9:00,A,KR        ,7,0,5.2,P,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,429502,NULL,2/23/2024 2:34,NULL
Eco Volt Co. Ltd.,3/21/2024 9:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,429043,NULL,2/23/2024 2:34,NULL
Eco Volt Co. Ltd.,3/21/2024 9:00,A,KR        ,2,0,2,P,ELECTION OF DIRECTOR,ELECTION OF DIRECTOR,429043,NULL,2/23/2024 2:34,NULL
Eco Volt Co. Ltd.,3/21/2024 9:00,A,KR        ,3,0,3,P,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,429043,NULL,2/23/2024 2:34,NULL
Eco Volt Co. Ltd.,3/21/2024 9:00,A,KR        ,4,0,4,P,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,APPROVAL OF LIMIT OF REMUNERATION FOR AUDITORS,429043,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENT,APPROVAL OF FINANCIAL STATEMENT,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,2,0,2,P,AMENDMENT OF ARTICLES OF INCORPORATION,AMENDMENT OF ARTICLES OF INCORPORATION,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,3,0,3,P,APPROVAL OF ENDOWMENT OF STOCK PURCHASE OPTION,APPROVAL OF ENDOWMENT OF STOCK PURCHASE OPTION,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,4,0,4.1,P,ELECTION OF INSIDE DIRECTOR CANDIDATE: JO DONG GIL,ELECTION OF INSIDE DIRECTOR CANDIDATE: JO DONG GIL,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,5,0,4.2,P,ELECTION OF INSIDE DIRECTOR CANDIDATE: GWAK SANG HYO,ELECTION OF INSIDE DIRECTOR CANDIDATE: GWAK SANG HYO,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,6,0,5,P,ELECTION OF OUTSIDE DIRECTOR WHO IS AN AUDIT COMMITTEE MEMBER CANDIDATE: JO   YEONG JE,ELECTION OF OUTSIDE DIRECTOR WHO IS AN AUDIT COMMITTEE MEMBER CANDIDATE: JO   YEONG JE,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,7,0,6,P,ELECTION OF OUTSIDE DIRECTOR CANDIDATE: IM BO HYEOK,ELECTION OF OUTSIDE DIRECTOR CANDIDATE: IM BO HYEOK,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,8,0,7,P,ELECTION OF AUDIT COMMITTEE MEMBER WHO IS AN OUTSIDE DIRECTOR CANDIDATE: IM   BO HYEOK,ELECTION OF AUDIT COMMITTEE MEMBER WHO IS AN OUTSIDE DIRECTOR CANDIDATE: IM   BO HYEOK,426466,NULL,2/23/2024 2:34,NULL
Hansol Paper Co. Ltd.,3/20/2024 9:00,A,KR        ,9,0,8,P,APPROVAL OF REMUNERATION FOR DIRECTOR,APPROVAL OF REMUNERATION FOR DIRECTOR,426466,NULL,2/23/2024 2:34,NULL
