PROPOSAL_LONGTEXT,Research_Issue_Code
"PRESENTATION AND, WHERE APPLICABLE, APPROVAL OF THE PROPOSAL OF THE BOARD OF  DIRECTORS TO PAY A CASH DIVIDEND, IN THE AMOUNT OF 1.86 M.N. ONE PESO 86100   NATIONAL CURRENCY PER SHARE, TO EACH OF THE ORDINARY, NOMINATIVE SHARES,      WITHOUT EXPRESSION OF PAR VALUE, IN CIRCULATION OF SERIES A AND B. SAID       DIVIDEND WILL BE PAID IN 4 FOUR INSTALLMENTS, EACH OF 0.465 M.N. PER SHARE,   ON APRIL 4TH, JULY 4TH , OCTOBER 3RD AND DECEMBER 5TH , 2024. THE EXHIBITIONS WILL BE PAID FROM THE BALANCE OF THE NET TAX PROFIT ACCOUNT FOR 2014 AND      LATER. RESOLUTIONS IN THIS REGARD",5000
APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,5500
"CONTD REGULATIONS, FROM THE DATE OF PRIOR QIP MADE PURSUANT TO ONE OR MORE    SPECIAL RESOLUTIONS. RESOLVED FURTHER THAT: (A) THE SECURITIES TO BE SO       CREATED, OFFERED, ISSUED AND ALLOTTED SHALL BE SUBJECT TO THE PROVISIONS OF   THE MEMORANDUM AND ARTICLES OF ASSOCIATION OF THE COMPANY; AND RESOLVED       FURTHER THAT THE ISSUE OF EQUITY SHARES UNDERLYING THE SECURITIES TO THE      HOLDERS OF THE SECURITIES SHALL, INTER ALIA, BE SUBJECT TO THE FOLLOWING      TERMS AND CONDITIONS, SUBJECT TO COMPLIANCE WITH APPLICABLE LAW: (A) IN THE   EVENT OF THE COMPANY MAKING A BONUS ISSUE BY WAY OF CAPITALIZATION OF ITS     PROFITS OR RESERVES PRIOR TO THE ALLOTMENT OF THE EQUITY SHARES, THE NUMBER   OF EQUITY SHARES TO BE ALLOTTED SHALL STAND AUGMENTED IN THE SAME PROPORTION  IN WHICH THE EQUITY SHARE CAPITAL INCREASES AS A CONSEQUENCE OF SUCH BONUS    ISSUE AND THE PREMIUM, IF ANY, SHALL STAND REDUCED PRO TANTO; (B) IN THE      EVENT OF THE COMPANY MAKING A RIGHTS OFFER BY ISSUE OF EQUITY SHARES PRIOR TO THE ALLOTMENT OF THE EQUITY SHARES, THE ENTITLEMENT TO THE EQUITY SHARES      SHALL STAND INCREASED IN THE SAME PROPORTION AS THAT OF THE RIGHTS OFFER AND  SUCH ADDITIONAL EQUITY SHARES SHALL BE OFFERED TO THE HOLDERS OF THE          SECURITIES AT THE SAME PRICE AT WHICH THE SAME ARE OFFERED TO THE EXISTING    SHAREHOLDERS; (C) IN THE EVENT OF ANY MERGER, AMALGAMATION, TAKEOVER OR ANY   OTHER RE-ORGANIZATION OR ANY SUCH CORPORATE ACTION, IF AND AS REQUIRED, THE   NUMBER OF EQUITY SHARES, THE PRICE AND THE TIME PERIOD AS AFORESAID SHALL BE  SUITABLY ADJUSTED; AND (D) IN THE EVENT OF CONSOLIDATION AND / OR DIVISION OF OUTSTANDING EQUITY SHARES INTO SMALLER NUMBER OF EQUITY SHARES (INCLUDING BY  WAY OF STOCK SPLIT) OR RE-CLASSIFICATION OF THE SECURITIES INTO OTHER         SECURITIES AND / OR INVOLVEMENT IN SUCH OTHER EVENT OR CIRCUMSTANCES WHICH IN THE OPINION OF CONCERNED STOCK EXCHANGE REQUIRES SUCH ADJUSTMENTS, NECESSARY  ADJUSTMENTS WILL BE MADE. RESOLVED FURTHER THAT TH",5809
DISCUSS AND APPROVE THE REPORT OF THE BOARD OF DIRECTORS ON THE ACTIVITY OF   THE BANK AND ITS FINANCIAL STATEMENTS FOR THE FINANCIAL YEAR ENDING 31 DEC    2023,5032
APPOINTMENT OF MR.SANJEEV G. JOGLEKAR (DIN 00073826) AS AN INDEPENDENT        DIRECTOR OF THE COMPANY,5100
"RESOLVED THAT PURSUANT TO THE PROVISIONS OF SECTIONS 23, 42, 62, 71, AND      OTHER APPLICABLE PROVISIONS, IF ANY, OF THE COMPANIES ACT, 2013, THE          COMPANIES (PROSPECTUS AND ALLOTMENT OF SECURITIES) RULES, 2014, THE COMPANIES (SHARE CAPITAL AND DEBENTURES) RULES, 2014, EACH AS AMENDED AND OTHER         APPLICABLE RULES MADE THEREUNDER (INCLUDING ANY STATUTORY MODIFICATION(S) OR  RE-ENACTMENT THEREOF FOR THE TIME BEING IN FORCE) (THE  COMPANIES ACT ) AND   SUBJECT TO SUCH APPROVALS, PERMISSIONS, CONSENTS AND SANCTIONS AS MAY BE      NECESSARY FROM, AND UNDER THE RULES, REGULATIONS, GUIDELINES ISSUED BY, THE   GOVERNMENT OF INDIA ( GOI ), THE RESERVE BANK OF INDIA ( RBI ), MINISTRY OF   FINANCE (DEPARTMENT OF ECONOMIC AFFAIRS), MINISTRY OF CORPORATE AFFAIRS, AND  ALL OTHER MINISTRIES / DEPARTMENTS OF THE GOVERNMENT OF INDIA, SECURITIES AND EXCHANGE BOARD OF INDIA ( SEBI ), THE REGISTRAR OF COMPANIES, KARNATAKA AT    BANGALORE (THE  ROC ), BSE LIMITED ( BSE ), NATIONAL STOCK EXCHANGE OF INDIA  LIMITED ( NSE  AND TOGETHER WITH THE BSE, THE  STOCK EXCHANGES ) AND / OR ANY OTHER COMPETENT AUTHORITIES, AND SUBJECT TO SUCH OTHER APPROVALS,             PERMISSIONS, CONSENTS AND SANCTIONS AS MAY BE NECESSARY IN TERMS OF THE       PROVISIONS OF THE FOREIGN EXCHANGE MANAGEMENT ACT, 1999 ( FEMA ) AND THE      RULES AND REGULATIONS FRAMED THEREUNDER AS AMENDED, INCLUDING THE FOREIGN     EXCHANGE MANAGEMENT (NON-DEBT INSTRUMENTS) RULES, 2019, AS AMENDED, AND THE   CURRENT CONSOLIDATED FDI POLICY ISSUED BY THE DEPARTMENT FOR PROMOTION OF     INDUSTRY AND INTERNAL TRADE, MINISTRY OF COMMERCE AND INDUSTRY, GOVERNMENT OF INDIA ( DPIIT ), THE RESERVE BANK OF INDIA MASTER DIRECTIONS ON FOREIGN       INVESTMENT IN INDIA, 2018, AS AMENDED, THE SECURITIES AND EXCHANGE BOARD OF   INDIA (ISSUE AND LISTING OF NON-CONVERTIBLE SECURITIES) REGULATIONS, 2021,    SECURITIES AND EXCHANGE BOARD OF INDIA (ISSUE OF CAPITAL AND DISCLOSURE       REQUIREMENTS) REGULATIONS, 2018 ( SEBI ICDR REGULA",5809
"READING AND, WHERE APPROPRIATE, APPROVAL OF THE MINUTES OF THE MEETING",5759
DIRECTOR,5100
DIRECTOR,5100
"I WISH TO AUTHORIZE BROADRIDGE TO ARRANGE FOR THE SUB-CUSTODIAN TO REGISTER   THE SHARES, SO THAT I MAY SUBMIT A VOTE OR MEETING ATTENDANCE REQUEST ON PART 2 OF THE MEETING",9998
ISSUE OF SHARES PURSUANT TO TRANCHE 2 OF THE PLACEMENT TO INVESTORS,5800
APPROVAL OF THE ANNUAL ACCOUNTS FOR THE FINANCIAL YEAR ENDED 31 OCTOBER 2023,5030
"RESOLVED THAT PURSUANT TO THE PROVISIONS OF SECTIONS 23, 42, 62, 71, AND      OTHER APPLICABLE PROVISIONS, IF ANY, OF THE COMPANIES ACT, 2013, THE          COMPANIES (PROSPECTUS AND ALLOTMENT OF SECURITIES) RULES, 2014, THE COMPANIES (SHARE CAPITAL AND DEBENTURES) RULES, 2014, EACH AS AMENDED AND OTHER         APPLICABLE RULES MADE THEREUNDER (INCLUDING ANY STATUTORY MODIFICATION(S) OR  RE-ENACTMENT THEREOF FOR THE TIME BEING IN FORCE) (THE  COMPANIES ACT ) AND   SUBJECT TO SUCH APPROVALS, PERMISSIONS, CONSENTS AND SANCTIONS AS MAY BE      NECESSARY FROM, AND UNDER THE RULES, REGULATIONS, GUIDELINES ISSUED BY, THE   GOVERNMENT OF INDIA ( GOI ), THE RESERVE BANK OF INDIA ( RBI ), MINISTRY OF   FINANCE (DEPARTMENT OF ECONOMIC AFFAIRS), MINISTRY OF CORPORATE AFFAIRS, AND  ALL OTHER MINISTRIES / DEPARTMENTS OF THE GOVERNMENT OF INDIA, SECURITIES AND EXCHANGE BOARD OF INDIA ( SEBI ), THE REGISTRAR OF COMPANIES, KARNATAKA AT    BANGALORE (THE  ROC ), BSE LIMITED ( BSE ), NATIONAL STOCK EXCHANGE OF INDIA  LIMITED ( NSE  AND TOGETHER WITH THE BSE, THE  STOCK EXCHANGES ) AND / OR ANY OTHER COMPETENT AUTHORITIES, AND SUBJECT TO SUCH OTHER APPROVALS,             PERMISSIONS, CONSENTS AND SANCTIONS AS MAY BE NECESSARY IN TERMS OF THE       PROVISIONS OF THE FOREIGN EXCHANGE MANAGEMENT ACT, 1999 ( FEMA ) AND THE      RULES AND REGULATIONS FRAMED THEREUNDER AS AMENDED, INCLUDING THE FOREIGN     EXCHANGE MANAGEMENT (NON-DEBT INSTRUMENTS) RULES, 2019, AS AMENDED, AND THE   CURRENT CONSOLIDATED FDI POLICY ISSUED BY THE DEPARTMENT FOR PROMOTION OF     INDUSTRY AND INTERNAL TRADE, MINISTRY OF COMMERCE AND INDUSTRY, GOVERNMENT OF INDIA ( DPIIT ), THE RESERVE BANK OF INDIA MASTER DIRECTIONS ON FOREIGN       INVESTMENT IN INDIA, 2018, AS AMENDED, THE SECURITIES AND EXCHANGE BOARD OF   INDIA (ISSUE AND LISTING OF NON-CONVERTIBLE SECURITIES) REGULATIONS, 2021,    SECURITIES AND EXCHANGE BOARD OF INDIA (ISSUE OF CAPITAL AND DISCLOSURE       REQUIREMENTS) REGULATIONS, 2018 ( SEBI ICDR REGULA",5809
ISSUE OF SHARES TO MS MIRIAM STANBOROUGH AM UNDER TRANCHE 2 OF THE PLACEMENT,5800
ISSUE OF SHARES TO MR BRIAN O DONNELL UNDER TRANCHE 2 OF THE PLACEMENT,5800
APPROVAL FOR ISSUE OF JLM OPTIONS,5800
CONFIRMATION OF THE CONSOLIDATED FINANCIAL STATEMENT FOR THE FINANCIAL YEAR   2023 AND A DECISION ON HOW THE COMPANY S PROFITS ARE TO BE TREATED,5030
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
APPROVAL OF THE PROPOSED MERGER BETWEEN THE SUBFUNDS AMUNDI RUSSELL 1000      GROWTH UCITS ETF OF MULTI UNITS FRANCE SICAV (ABSORBED) AND AMUNDI RUSSELL    1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF (ABSORBING) SUBJECT TO APPROVAL BY   AMF,6200
DISCHARGE OF THE BOARD MEMBERS FOR THEIR ACTIONS DURING 2023,5700
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPROVAL OF THE PROPOSED MERGER BETWEEN THE SUBFUNDS AMUNDI RUSSELL 1000      GROWTH UCITS ETF OF MULTI UNITS FRANCE SICAV (ABSORBED) AND AMUNDI RUSSELL    1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF (ABSORBING) SUBJECT TO APPROVAL BY   AMF,6200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
TO CONSIDER AND RE-ELECT MR. CHEN YI (AS SPECIFIED) AS AN INDEPENDENT         NON-EXECUTIVE DIRECTOR,5100
APPROVE MINUTES OF MEETING,5759
"PRESENTATION AND, WHERE APPLICABLE, APPROVAL OF THE REPORT OF THE BOARD OF    DIRECTORS ON THE COMPANY S POLICIES REGARDING THE ACQUISITION OF OWN SHARES,  AS WELL AS THEIR PLACEMENT PROPOSAL, AND IF APPROPRIATE, THE APPROVAL OF THE  MAXIMUM AMOUNT OF RESOURCES THAT MAY BE ALLOCATED TO THE PURCHASE OF OWN      SHARES FOR THE YEAR 2024, UP TO AN AMOUNT OF 1,000,000,000.00 M.N. ONE        BILLION PESOS 00100 NATIONAL CURRENCY. RESOLUTIONS IN THIS REGARD",5838
"APPROVAL OF THE VALUATION REPORT ON VEX, WHICH WAS PREPARED BY THE VALUATION  FIRM UNDER THE TERMS OF PARAGRAPHS 1 AND 6 OF ARTICLE 8 OF THE BRAZILIAN      SHARE CORPORATIONS LAW, IN COMPLIANCE WITH PARAGRAPH 1 OF ARTICLE 256 OF THE  BRAZILIAN SHARE CORPORATIONS LAW, FOR THE PURPOSES OF THE RATIFICATION OF THE ACQUISITION, BY THE COMPANY, OF CONTROL OF VEX, IN ACCORDANCE WITH THE MATTER THAT IS THE OBJECT OF RESOLUTION 7 BELOW",6200
"A proposal to approve the adoption of an amendment to that certain Investment Management Trust Agreement, dated as of 11/23/21, by and between the Company and American Stock Transfer & Trust Company, LLC, as trustee, to allow the Company to extend the Combination Period up to an additional six (6) times for one (1) month each time from 2/28/24 to 8/28/24, the Extended Date, by depositing into Trust Account, for each one-month extension, the lesser of (a) $150,000 and (b) $0.030 per share for each then-outstanding share of the Company s Class A common stock.",1188
RATIFICATION OF ISSUE OF RYDER NOTES (AND RESULTANT SHARES) TO RYDER          INVESTORS,5805
RE-ELECT MIKE BUTTERWORTH AS DIRECTOR,5100
ELECT RICHARD STAVELEY AS DIRECTOR,5100
APPOINT COOPER PARRY GROUP LIMITED AS AUDITORS,5200
TO CONSIDER AND ELECT MS. LI YAN (AS SPECIFIED) AS A SHAREHOLDERS             REPRESENTATIVE SUPERVISOR OF THE COMPANY,5136
"RATIFICATION OF THE HIRING, BY THE COMPANY, OF TATICCA AUDITORES              INDEPENDENTES SS, WITH ITS HEAD OFFICE IN THE CITY OF SAO PAULO, STATE OF SAO PAULO, AT RUA DR. GERALDO CAMPOS MOREIRA 375, ROOM 51, BROOKLIN NOVO, ZIP     CODE 04571.020, AND WITH A BRANCH IN THE CITY OF BLUMENAU, STATE OF SANTA     CATARINA, AT RUA ALWIN SCHRADER 223, ROOM 304, CENTRO NEIGHBORHOOD, ZIP CODE  89015.000, WITH BRAZILIAN CORPORATE TAXPAYER ID NUMBER, CNPJ.ME,              12.651.123.0002.52, AND REGISTERED WITH THE SANTA CATARINA REGIONAL           ACCOUNTING COUNCIL, CRC.SC, UNDER NUMBER 000292.F, FROM HERE ONWARDS REFERRED TO AS THE VALUATION FIRM, AS BEING RESPONSIBLE FOR THE PREPARATION OF THE     VALUATION REPORT OF THE EQUITY OF VEX TELECOMUNICACOES LTDA., A PRIVATE LAW   CORPORATE ENTITY, WITH BRAZILIAN CORPORATE TAXPAYER ID NUMBER, CNPJ,          52.967.152.0001.61, REGISTERED WITH THE SANTA CATARINA BOARD OF TRADE, OR     JUCESC, UNDER COMPANY ID NUMBER, NIRE 42208113635 WITH ITS HEAD OFFICE AT     CURITIBANOS, SANTA CATARINA, RUA DR. LAURO MULLER, 291, CENTRO NEIGHBORHOOD,  ZIP CODE 89520.000, FROM HERE ONWARDS REFERRED TO AS VEX",6200
"PRESENTATION AND, WHERE APPROPRIATE, APPROVAL OF THE REPORTS REFERRED TO IN   ARTICLE 28, SECTION IV, OF THE LEY DEL MERCADO DE VALORES RELATING TO THE     2023 FISCAL YEAR",5030
To set the number of Directors at 6.,5170
To set the number of Directors at 6.,5170
DISCHARGE TO BE GRANTED TO THE MEMBERS OF THE BOARD OF DIRECTORS OF THE       COMPANY FOR THE FINANCIAL YEAR ENDED 31 OCTOBER 2023,5700
REELECTION OF MS. MARIA LETICIA DE FREITAS COSTA AS INDEPENDENT BOARD         DIRECTOR,5100
ELECT MEHDI BALAFREJ AS DIRECTOR,5100
ELECT MEHDI BALAFREJ AS DIRECTOR,5100
DISCUSS AND APPROVE THE BANKS BALANCE SHEET AND PROFIT AND LOSS STATEMENT FOR THE FINANCIAL YEAR ENDING 31 DEC 2023,5030
DISCUSS AND APPROVE THE BOARD OF DIRECTORS  REMUNERATION,5500
AMEND ARTICLES,6184
ELECTION OF OUTSIDE DIRECTOR AS AUDIT COMMITTEE MEMBER CHOI YONG HOON,5100
"IN COMPLIANCE WITH THAT WHICH IS PROVIDED FOR IN LINE I OF ARTICLE 256 OF THE BRAZILIAN SHARE CORPORATIONS LAW, RATIFICATION OF THE ACQUISITION, BY THE     COMPANY, OF THE ENTIRETY OF THE SHARES THAT ARE REPRESENTATIVE OF ONE HUNDRED PERCENT OF THE SHARE CAPITAL OF VEX, IN ACCORDANCE WITH THE SHARE PURCHASE    AND SALE AGREEMENT AND OTHER COVENANTS THAT WAS ENTERED INTO ON DECEMBER,     2023, BY AND BETWEEN THE COMPANY AND THE SELLING SHAREHOLDERS, WITH THE       INTERVENING CONSENT OF VEX",6200
Mark Wayne,5100
Mark Wayne,5100
"To approve of an amendment to our Amended and Restated Articles of Incorporation, as amended, to change the Company s corporate name to  NextTrip, Inc.  (the  Name Change Proposal ).",1145
"A proposal to amend (the  Extension Amendment ) the Company s Amended and Restated Certificate of Incorporation (as amended, the  Charter ) to provide the Company s Board of Directors with the right to extend the date by which the Company has to consummate a business combination up to an additional six (6) times for one (1) month each time, from February 28, 2024 to August 28, 2024.",1188
TO TRANSACT SUCH OTHER BUSINESS AS MAY PROPERLY COME BEFORE THE GOLDSTAKE     MEETING OR ANY ADJOURNMENT OR POSTPONEMENT THEREOF,6393
BOARD ELECTIONS,5101
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
RATIFICATION AND APPOINTMENT OF MR. EDUARDO PEREZ DE LEMA HOLWEG AS EXECUTIVE BOARD DIRECTOR,5145
TO CONSIDER AND RE-ELECT MR. FEI ZHENGXIANG (AS SPECIFIED) AS AN EXECUTIVE    DIRECTOR OF THE COMPANY ( EXECUTIVE DIRECTOR ) WITH EFFECT FROM THE DATE OF   PASSING OF THIS RESOLUTION FOR A TERM OF THREE YEARS,5100
TO CONSIDER AND RE-ELECT MR. ZHENG YUHONG (AS SPECIFIED) AS AN EXECUTIVE      DIRECTOR,5100
"APPOINTMENT OF DELEGATES TO FORMALIZE AND COMPLY WITH THE RESOLUTIONS ADOPTED BY THE GENERAL ANNUAL ORDINARY SHAREHOLDERS MEETING. RESOLUTIONS IN THIS      REGARD. PLEASE BE ADVISED THAT SHARES WITH THIS SERIES ARE COMMONLY USED FOR  THOSE SHARES THAT CONFER FULL VOTING RIGHTS AND CAN ONLY BE ACQUIRED BY       MEXICAN NATIONALS. IN SOME CASES, ISSUERS HAVE ESTABLISHED NEUTRAL TRUSTS TO  ALLOW FOREIGN INVESTORS TO PURCHASE OTHERWISE RESTRICTED SHARES. IN THESE     INSTANCES, THE NEUTRAL TRUST RETAINS VOTING RIGHTS OF THE SECURITY. ONLY SEND VOTING INSTRUCTIONS IF THE FINAL BENEFICIAL OWNER IS A NATIONAL AND SK        ACCOUNT IS REGISTERED AS SUCH IN BANAMEX MEXICO",5759
To transact such other business as may properly come before the Goldstake Meeting or any adjournment or postponement thereof.,6393
"To approve of an adjournment of the Special Meeting by the Chairman thereof to a later date to permit further solicitation and vote of proxies if, based upon the tabulated vote at the time of the Special Meeting, there are not sufficient votes to approve the Name Change Proposal or the Capital Increase Proposal.",710
APPROVAL FOR PARTICIPATION IN THE TRANCHE 2 PLACEMENT BY SALVATORE AMICO,5800
ELECTION OF OUTSIDE DIRECTOR JANG SEUNG HWA,5100
APPROVAL OF FINANCIAL STATEMENTS,5030
REELECTION OF MS. ROSA MARIA GARCIA GARCIA AS INDEPENDENT BOARD DIRECTOR,5100
RE-ELECT CHARLES GIRALDEZ AS DIRECTOR,5100
RE-ELECT CHARLES GIRALDEZ AS DIRECTOR,5100
APPROVE REMUNERATION REPORT,5600
AUTHORISE ISSUE OF EQUITY,5800
Fernando Pickmann,5100
Michael McClelland,5100
Fernando Pickmann,5100
Michael McClelland,5100
Amend Articles to: Amend Business Lines,6185
RATIFICATION OF PRIOR ISSUE OF NEW SHARES UNDER THE TRANCHE 1 PLACEMENT,5805
STOCK OPTION PLAN FOR SENIOR MANAGEMENT OF THE GROUP SUBMITTED FOR APPROVAL,5300
PROPOSAL FOR A REDUCTION IN SHARE CAPITAL BY CANCELLING OWN SHARES AND A      CORRESPONDING AMENDMENT TO THE ARTICLES OF ASSOCIATION OF THE COMPANY,5820
APPROVAL OF CASH DIVIDEND,5000
APPROVAL OF FINANCIAL STATEMENTS,5031
EXAMINATION AND APPROVAL OF THE ANNUAL FINANCIAL STATEMENTS AND THE           INDIVIDUAL AND CONSOLIDATED REPORTS 2023,5030
RE-ELECT TIM COOPER AS DIRECTOR,5100
THAT THE JOINT LIQUIDATORS  REMUNERATION SHALL BE FIXED IN ACCORDANCE WITH    THE ENGAGEMENT LETTER AND TERMS OF BUSINESS,5750
DISCUSS AND APPROVE INTERNAL SHARIAH SUPERVISION COMMITTEE ANNUAL REPORT,5032
DISCHARGE OF THE EXTERNAL AUDITORS FOR THEIR ACTIONS DURING 2023,5250
TO CONSIDER AND AUTHORIZE THE BOARD OF THE COMPANY TO FIX THE DIRECTORS       REMUNERATION,5505
APPROVAL OF FINANCIAL STATEMENT,5031
"PROPOSAL ON THE APPLICATION OF THE INCOME STATEMENT FOR THE FISCAL YEAR 2023, WHICH INCLUDES I THE ONE RELATED TO DECREEING A CASH DIVIDEND OF US0.01 PER   SHARE, OR ITS EQUIVALENT IN NATIONAL CURRENCY, AND RELATED AGREEMENTS AND II  DETERMINATION OF THE MAXIMUM AMOUNT OF RESOURCES THAT MAY BE USED TO PURCHASE OWN SHARES",5000
John M. Leask,5100
Adam Burley,5100
Appointment of Davidson & Company LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.,5220
"To pass an ordinary resolution, the full text of which is set forth in the Information Circular, approving Regulus  existing share option plan, which provides that the maximum number of Common Shares that may be issued upon the exercise of options granted pursuant to the share option plan is equal to a maximum of 10% of Regulus  issued and outstanding Common Shares, all as more particularly described in the information Circular.",5310
John M. Leask,5100
Adam Burley,5100
Appointment of Davidson & Company LLP as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.,5220
"To pass an ordinary resolution, the full text of which is set forth in the Information Circular, approving Regulus  existing share option plan, which provides that the maximum number of Common Shares that may be issued upon the exercise of options granted pursuant to the share option plan is equal to a maximum of 10% of Regulus  issued and outstanding Common Shares, all as more particularly described in the information Circular.",5310
BOARD OF DIRECTORS PROPOSALS FOR THE COMPANY S REMUNERATION POLICY,5605
"RENEWAL OF THE MANDATES OF THE MEMBERS OF THE BOARD OF DIRECTORS OF THE       COMPANY, NAMELY MR HENRY KELLY, MS HANNA DUER, MR JEROME WIGNY, MS LESLEY     CAIRNEY AND MR STEWART BROWN, UNTIL THE NEXT ANNUAL GENERAL MEETING OF THE    COMPANY APPROVING THE ANNUAL ACCOUNTS FOR THE FINANCIAL YEAR ENDING 31        OCTOBER 2024, OR UNTIL THEIR SUCCESSORS ARE APPOINTED",5101
"RENEWAL OF THE MANDATE OF DELOITTE AUDIT S.A R.L., SOCIETE A RESPONSABILITE   LIMITEE, AS INDEPENDENT AUDITOR (REVISEUR DENTREPRISES AGREE) OF THE COMPANY  UNTIL THE ANNUAL GENERAL MEETING APPROVING THE ANNUAL ACCOUNTS FOR THE        FINANCIAL YEAR ENDING 31 OCTOBER 2024",5200
RE-ELECT GREGORY BERTHIER AS DIRECTOR,5100
RE-ELECT GREGORY BERTHIER AS DIRECTOR,5100
AUTHORISE ISSUE OF EQUITY WITHOUT PRE-EMPTIVE RIGHTS,5803
NOTIFICATION ON PAYABLE ZAKAT IN RELATION TO THE BANKS ISLAMIC ACTIVITIES FOR THE FINANCIAL YEAR ENDING 31 DEC 2023,6310
"APPROVAL OF MATERIAL RELATED PARTY TRANSACTION WITH JAGUAR LAND ROVER         LIMITED, UK FOR FY 2024-25",5740
TO CONSIDER AND AUTHORISE THE COMMITTEE OF SUPERVISORS TO FIX THE             SUPERVISORS  REMUNERATION,5510
"APPOINTMENT ANDOR RATIFICATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,      OWNERS, AND ALTERNATES, AS WELL AS THE CHAIRMAN OF THE AUDIT AND CORPORATE    PRACTICES COMMITTEE AND SECRETARY OF THE BOARD OF DIRECTORS QUALIFICATION ON  THE INDEPENDENCE OF THE MEMBERS OF THE COMPANY S BOARD OF DIRECTORS, IN       ACCORDANCE WITH THE PROVISIONS OF ARTICLE 26 OF THE LEY DEL MERCADO DE        VALORES. RESOLUTIONS IN THIS REGARD",5103
ELECTION OF AUDIT COMMITTEE MEMBER JEON BYUNG JUN,5130
